"INDICATOR","PANEL_NUM","UNIT_NUM","STUB_NAME_NUM","STUB_LABEL_NUM","YEAR_NUM","AGE_NUM","ESTIMATE","FLAG"
"Drug overdose death rates",0,2,3,3.29,17,1.91,4.1,NA
"Drug overdose death rates",0,2,3,3.29,18,1.91,3.6,NA
"Drug overdose death rates",0,2,3,3.29,19,1.91,3.8,NA
"Drug overdose death rates",1,1,0,0.1,1,1.1,2.9,NA
"Drug overdose death rates",1,1,0,0.1,2,1.1,3,NA
"Drug overdose death rates",1,1,0,0.1,3,1.1,3.3,NA
"Drug overdose death rates",1,1,0,0.1,4,1.1,4.1,NA
"Drug overdose death rates",1,1,0,0.1,5,1.1,4.5,NA
"Drug overdose death rates",1,1,0,0.1,6,1.1,4.7,NA
"Drug overdose death rates",1,1,0,0.1,7,1.1,5.1,NA
"Drug overdose death rates",1,1,0,0.1,8,1.1,5.9,NA
"Drug overdose death rates",1,1,0,0.1,9,1.1,6.1,NA
"Drug overdose death rates",1,1,0,0.1,10,1.1,6.4,NA
"Drug overdose death rates",1,1,0,0.1,11,1.1,6.6,NA
"Drug overdose death rates",1,1,0,0.1,12,1.1,6.8,NA
"Drug overdose death rates",1,1,0,0.1,13,1.1,7.3,NA
"Drug overdose death rates",1,1,0,0.1,14,1.1,7.4,NA
"Drug overdose death rates",1,1,0,0.1,15,1.1,7.9,NA
"Drug overdose death rates",1,1,0,0.1,16,1.1,9,NA
"Drug overdose death rates",1,1,0,0.1,17,1.1,10.4,NA
"Drug overdose death rates",1,1,0,0.1,18,1.1,13.3,NA
"Drug overdose death rates",1,1,0,0.1,19,1.1,14.9,NA
"Drug overdose death rates",1,1,2,2.1,1,1.1,4.3,NA
"Drug overdose death rates",1,1,2,2.1,2,1.1,4.4,NA
"Drug overdose death rates",1,1,2,2.1,3,1.1,4.8,NA
"Drug overdose death rates",1,1,2,2.1,4,1.1,5.7,NA
"Drug overdose death rates",1,1,2,2.1,5,1.1,6.1,NA
"Drug overdose death rates",1,1,2,2.1,6,1.1,6.3,NA
"Drug overdose death rates",1,1,2,2.1,7,1.1,6.6,NA
"Drug overdose death rates",1,1,2,2.1,8,1.1,7.8,NA
"Drug overdose death rates",1,1,2,2.1,9,1.1,8,NA
"Drug overdose death rates",1,1,2,2.1,10,1.1,8.4,NA
"Drug overdose death rates",1,1,2,2.1,11,1.1,8.7,NA
"Drug overdose death rates",1,1,2,2.1,12,1.1,8.7,NA
"Drug overdose death rates",1,1,2,2.1,13,1.1,9.4,NA
"Drug overdose death rates",1,1,2,2.1,14,1.1,9.5,NA
"Drug overdose death rates",1,1,2,2.1,15,1.1,10.2,NA
"Drug overdose death rates",1,1,2,2.1,16,1.1,11.7,NA
"Drug overdose death rates",1,1,2,2.1,17,1.1,13.7,NA
"Drug overdose death rates",1,1,2,2.1,18,1.1,18.1,NA
"Drug overdose death rates",1,1,2,2.1,19,1.1,20.4,NA
"Drug overdose death rates",1,1,2,2.2,1,1.1,1.4,NA
"Drug overdose death rates",1,1,2,2.2,2,1.1,1.6,NA
"Drug overdose death rates",1,1,2,2.2,3,1.1,1.9,NA
"Drug overdose death rates",1,1,2,2.2,4,1.1,2.6,NA
"Drug overdose death rates",1,1,2,2.2,5,1.1,2.8,NA
"Drug overdose death rates",1,1,2,2.2,6,1.1,3.1,NA
"Drug overdose death rates",1,1,2,2.2,7,1.1,3.4,NA
"Drug overdose death rates",1,1,2,2.2,8,1.1,3.9,NA
"Drug overdose death rates",1,1,2,2.2,9,1.1,4.3,NA
"Drug overdose death rates",1,1,2,2.2,10,1.1,4.4,NA
"Drug overdose death rates",1,1,2,2.2,11,1.1,4.6,NA
"Drug overdose death rates",1,1,2,2.2,12,1.1,4.9,NA
"Drug overdose death rates",1,1,2,2.2,13,1.1,5.2,NA
"Drug overdose death rates",1,1,2,2.2,14,1.1,5.3,NA
"Drug overdose death rates",1,1,2,2.2,15,1.1,5.6,NA
"Drug overdose death rates",1,1,2,2.2,16,1.1,6.3,NA
"Drug overdose death rates",1,1,2,2.2,17,1.1,7.1,NA
"Drug overdose death rates",1,1,2,2.2,18,1.1,8.5,NA
"Drug overdose death rates",1,1,2,2.2,19,1.1,9.4,NA
"Drug overdose death rates",1,1,4,4.1,1,1.1,4.4,NA
"Drug overdose death rates",1,1,4,4.1,2,1.1,4.5,NA
"Drug overdose death rates",1,1,4,4.1,3,1.1,5,NA
"Drug overdose death rates",1,1,4,4.1,4,1.1,6.1,NA
"Drug overdose death rates",1,1,4,4.1,5,1.1,6.7,NA
"Drug overdose death rates",1,1,4,4.1,6,1.1,7,NA
"Drug overdose death rates",1,1,4,4.1,7,1.1,7.4,NA
"Drug overdose death rates",1,1,4,4.1,8,1.1,8.7,NA
"Drug overdose death rates",1,1,4,4.1,9,1.1,9.1,NA
"Drug overdose death rates",1,1,4,4.1,10,1.1,9.7,NA
"Drug overdose death rates",1,1,4,4.1,11,1.1,9.9,NA
"Drug overdose death rates",1,1,4,4.1,12,1.1,10.1,NA
"Drug overdose death rates",1,1,4,4.1,13,1.1,10.8,NA
"Drug overdose death rates",1,1,4,4.1,14,1.1,11,NA
"Drug overdose death rates",1,1,4,4.1,15,1.1,11.7,NA
"Drug overdose death rates",1,1,4,4.1,16,1.1,13.4,NA
"Drug overdose death rates",1,1,4,4.1,17,1.1,15.8,NA
"Drug overdose death rates",1,1,4,4.1,18,1.1,20.4,NA
"Drug overdose death rates",1,1,4,4.1,19,1.1,22.7,NA
"Drug overdose death rates",1,1,4,4.1,20,1.1,22,NA
"Drug overdose death rates",1,1,4,4.2,1,1.1,5.7,NA
"Drug overdose death rates",1,1,4,4.2,2,1.1,5.6,NA
"Drug overdose death rates",1,1,4,4.2,3,1.1,5.3,NA
"Drug overdose death rates",1,1,4,4.2,4,1.1,5.3,NA
"Drug overdose death rates",1,1,4,4.2,5,1.1,5,NA
"Drug overdose death rates",1,1,4,4.2,6,1.1,4.4,NA
"Drug overdose death rates",1,1,4,4.2,7,1.1,4.8,NA
"Drug overdose death rates",1,1,4,4.2,8,1.1,6,NA
"Drug overdose death rates",1,1,4,4.2,9,1.1,4.6,NA
"Drug overdose death rates",1,1,4,4.2,10,1.1,4.5,NA
"Drug overdose death rates",1,1,4,4.2,11,1.1,4.7,NA
"Drug overdose death rates",1,1,4,4.2,12,1.1,4.1,NA
"Drug overdose death rates",1,1,4,4.2,13,1.1,4.7,NA
"Drug overdose death rates",1,1,4,4.2,14,1.1,5.1,NA
"Drug overdose death rates",1,1,4,4.2,15,1.1,6.3,NA
"Drug overdose death rates",1,1,4,4.2,16,1.1,7.4,NA
"Drug overdose death rates",1,1,4,4.2,17,1.1,9.1,NA
"Drug overdose death rates",1,1,4,4.2,18,1.1,14.7,NA
"Drug overdose death rates",1,1,4,4.2,19,1.1,18.7,NA
"Drug overdose death rates",1,1,4,4.2,20,1.1,20.6,NA
"Drug overdose death rates",1,1,4,4.3,1,1.1,3.2,NA
"Drug overdose death rates",1,1,4,4.3,2,1.1,3.4,NA
"Drug overdose death rates",1,1,4,4.3,3,1.1,3,NA
"Drug overdose death rates",1,1,4,4.3,4,1.1,4.4,NA
"Drug overdose death rates",1,1,4,4.3,5,1.1,5.1,NA
"Drug overdose death rates",1,1,4,4.3,6,1.1,6.2,NA
"Drug overdose death rates",1,1,4,4.3,7,1.1,5.7,NA
"Drug overdose death rates",1,1,4,4.3,8,1.1,6.9,NA
"Drug overdose death rates",1,1,4,4.3,9,1.1,5.8,NA
"Drug overdose death rates",1,1,4,4.3,10,1.1,8,NA
"Drug overdose death rates",1,1,4,4.3,11,1.1,10,NA
"Drug overdose death rates",1,1,4,4.3,12,1.1,6.3,NA
"Drug overdose death rates",1,1,4,4.3,13,1.1,7.2,NA
"Drug overdose death rates",1,1,4,4.3,14,1.1,7.9,NA
"Drug overdose death rates",1,1,4,4.3,15,1.1,7.2,NA
"Drug overdose death rates",1,1,4,4.3,16,1.1,9.7,NA
"Drug overdose death rates",1,1,4,4.3,17,1.1,9.3,NA
"Drug overdose death rates",1,1,4,4.3,18,1.1,10.2,NA
"Drug overdose death rates",1,1,4,4.3,19,1.1,11.9,NA
"Drug overdose death rates",1,1,4,4.3,20,1.1,11.7,NA
"Drug overdose death rates",1,1,4,4.4,2,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.4,3,1.1,0.4,NA
"Drug overdose death rates",1,1,4,4.4,4,1.1,0.8,NA
"Drug overdose death rates",1,1,4,4.4,5,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.4,6,1.1,0.7,NA
"Drug overdose death rates",1,1,4,4.4,7,1.1,0.9,NA
"Drug overdose death rates",1,1,4,4.4,8,1.1,0.8,NA
"Drug overdose death rates",1,1,4,4.4,9,1.1,0.7,NA
"Drug overdose death rates",1,1,4,4.4,10,1.1,0.7,NA
"Drug overdose death rates",1,1,4,4.4,11,1.1,0.9,NA
"Drug overdose death rates",1,1,4,4.4,12,1.1,0.9,NA
"Drug overdose death rates",1,1,4,4.4,13,1.1,1.3,NA
"Drug overdose death rates",1,1,4,4.4,14,1.1,1.1,NA
"Drug overdose death rates",1,1,4,4.4,15,1.1,1.3,NA
"Drug overdose death rates",1,1,4,4.4,16,1.1,1.4,NA
"Drug overdose death rates",1,1,4,4.4,17,1.1,1.7,NA
"Drug overdose death rates",1,1,4,4.4,18,1.1,2.3,NA
"Drug overdose death rates",1,1,4,4.4,19,1.1,2.4,NA
"Drug overdose death rates",1,1,4,4.4,20,1.1,2.5,NA
"Drug overdose death rates",1,1,4,4.5,1,1.1,1.5,NA
"Drug overdose death rates",1,1,4,4.5,2,1.1,1.7,NA
"Drug overdose death rates",1,1,4,4.5,3,1.1,2.1,NA
"Drug overdose death rates",1,1,4,4.5,4,1.1,2.8,NA
"Drug overdose death rates",1,1,4,4.5,5,1.1,3.1,NA
"Drug overdose death rates",1,1,4,4.5,6,1.1,3.5,NA
"Drug overdose death rates",1,1,4,4.5,7,1.1,3.8,NA
"Drug overdose death rates",1,1,4,4.5,8,1.1,4.4,NA
"Drug overdose death rates",1,1,4,4.5,9,1.1,4.9,NA
"Drug overdose death rates",1,1,4,4.5,10,1.1,5,NA
"Drug overdose death rates",1,1,4,4.5,11,1.1,5.3,NA
"Drug overdose death rates",1,1,4,4.5,12,1.1,5.6,NA
"Drug overdose death rates",1,1,4,4.5,13,1.1,6.1,NA
"Drug overdose death rates",1,1,4,4.5,14,1.1,6.1,NA
"Drug overdose death rates",1,1,4,4.5,15,1.1,6.6,NA
"Drug overdose death rates",1,1,4,4.5,16,1.1,7.4,NA
"Drug overdose death rates",1,1,4,4.5,17,1.1,8.2,NA
"Drug overdose death rates",1,1,4,4.5,18,1.1,9.7,NA
"Drug overdose death rates",1,1,4,4.5,19,1.1,10.7,NA
"Drug overdose death rates",1,1,4,4.5,20,1.1,10.2,NA
"Drug overdose death rates",1,1,4,4.6,1,1.1,1.5,NA
"Drug overdose death rates",1,1,4,4.6,2,1.1,1.5,NA
"Drug overdose death rates",1,1,4,4.6,3,1.1,1.6,NA
"Drug overdose death rates",1,1,4,4.6,4,1.1,2,NA
"Drug overdose death rates",1,1,4,4.6,5,1.1,2,NA
"Drug overdose death rates",1,1,4,4.6,6,1.1,2,NA
"Drug overdose death rates",1,1,4,4.6,7,1.1,2.1,NA
"Drug overdose death rates",1,1,4,4.6,8,1.1,2.4,NA
"Drug overdose death rates",1,1,4,4.6,9,1.1,2.4,NA
"Drug overdose death rates",1,1,4,4.6,10,1.1,2.3,NA
"Drug overdose death rates",1,1,4,4.6,11,1.1,2.4,NA
"Drug overdose death rates",1,1,4,4.6,12,1.1,2.5,NA
"Drug overdose death rates",1,1,4,4.6,13,1.1,2.6,NA
"Drug overdose death rates",1,1,4,4.6,14,1.1,2.8,NA
"Drug overdose death rates",1,1,4,4.6,15,1.1,3,NA
"Drug overdose death rates",1,1,4,4.6,16,1.1,3.6,NA
"Drug overdose death rates",1,1,4,4.6,17,1.1,4,NA
"Drug overdose death rates",1,1,4,4.6,18,1.1,5.9,NA
"Drug overdose death rates",1,1,4,4.6,19,1.1,6.9,NA
"Drug overdose death rates",1,1,4,4.6,20,1.1,7.4,NA
"Drug overdose death rates",1,1,4,4.7,1,1.1,1.9,NA
"Drug overdose death rates",1,1,4,4.7,2,1.1,1.4,NA
"Drug overdose death rates",1,1,4,4.7,3,1.1,2.5,NA
"Drug overdose death rates",1,1,4,4.7,4,1.1,2.6,NA
"Drug overdose death rates",1,1,4,4.7,5,1.1,3.3,NA
"Drug overdose death rates",1,1,4,4.7,6,1.1,3.3,NA
"Drug overdose death rates",1,1,4,4.7,7,1.1,4.6,NA
"Drug overdose death rates",1,1,4,4.7,8,1.1,3.6,NA
"Drug overdose death rates",1,1,4,4.7,9,1.1,5.2,NA
"Drug overdose death rates",1,1,4,4.7,10,1.1,5.2,NA
"Drug overdose death rates",1,1,4,4.7,11,1.1,5.3,NA
"Drug overdose death rates",1,1,4,4.7,12,1.1,5.7,NA
"Drug overdose death rates",1,1,4,4.7,13,1.1,5.9,NA
"Drug overdose death rates",1,1,4,4.7,14,1.1,6.8,NA
"Drug overdose death rates",1,1,4,4.7,15,1.1,6.5,NA
"Drug overdose death rates",1,1,4,4.7,16,1.1,5.8,NA
"Drug overdose death rates",1,1,4,4.7,17,1.1,6.5,NA
"Drug overdose death rates",1,1,4,4.7,18,1.1,7.6,NA
"Drug overdose death rates",1,1,4,4.7,19,1.1,7.5,NA
"Drug overdose death rates",1,1,4,4.7,20,1.1,6.7,NA
"Drug overdose death rates",1,1,4,4.8,6,1.1,0.3,NA
"Drug overdose death rates",1,1,4,4.8,7,1.1,0.4,NA
"Drug overdose death rates",1,1,4,4.8,8,1.1,0.4,NA
"Drug overdose death rates",1,1,4,4.8,9,1.1,0.4,NA
"Drug overdose death rates",1,1,4,4.8,10,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.8,11,1.1,0.4,NA
"Drug overdose death rates",1,1,4,4.8,12,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.8,13,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.8,14,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.8,15,1.1,0.4,NA
"Drug overdose death rates",1,1,4,4.8,16,1.1,0.6,NA
"Drug overdose death rates",1,1,4,4.8,17,1.1,0.5,NA
"Drug overdose death rates",1,1,4,4.8,18,1.1,0.8,NA
"Drug overdose death rates",1,1,4,4.8,19,1.1,0.9,NA
"Drug overdose death rates",1,1,4,4.8,20,1.1,0.8,NA
"Drug overdose death rates",1,1,5,5.1,1,1.1,5.8,NA
"Drug overdose death rates",1,1,5,5.1,2,1.1,4.5,NA
"Drug overdose death rates",1,1,5,5.1,3,1.1,4.2,NA
"Drug overdose death rates",1,1,5,5.1,4,1.1,4.8,NA
"Drug overdose death rates",1,1,5,5.1,5,1.1,5.1,NA
"Drug overdose death rates",1,1,5,5.1,6,1.1,4.3,NA
"Drug overdose death rates",1,1,5,5.1,7,1.1,4.5,NA
"Drug overdose death rates",1,1,5,5.1,8,1.1,4.9,NA
"Drug overdose death rates",1,1,5,5.1,9,1.1,4.9,NA
"Drug overdose death rates",1,1,5,5.1,10,1.1,5.1,NA
"Drug overdose death rates",1,1,5,5.1,11,1.1,4.8,NA
"Drug overdose death rates",1,1,5,5.1,12,1.1,4.1,NA
"Drug overdose death rates",1,1,5,5.1,13,1.1,4.6,NA
"Drug overdose death rates",1,1,5,5.1,14,1.1,5,NA
"Drug overdose death rates",1,1,5,5.1,15,1.1,5.6,NA
"Drug overdose death rates",1,1,5,5.1,16,1.1,5.7,NA
"Drug overdose death rates",1,1,5,5.1,17,1.1,6.7,NA
"Drug overdose death rates",1,1,5,5.1,18,1.1,9.2,NA
"Drug overdose death rates",1,1,5,5.1,19,1.1,10.5,NA
"Drug overdose death rates",1,1,5,5.1,20,1.1,11.6,NA
"Drug overdose death rates",1,1,5,5.2,1,1.1,4.1,NA
"Drug overdose death rates",1,1,5,5.2,2,1.1,4.4,NA
"Drug overdose death rates",1,1,5,5.2,3,1.1,5.1,NA
"Drug overdose death rates",1,1,5,5.2,4,1.1,6.4,NA
"Drug overdose death rates",1,1,5,5.2,5,1.1,7,NA
"Drug overdose death rates",1,1,5,5.2,6,1.1,7.6,NA
"Drug overdose death rates",1,1,5,5.2,7,1.1,8,NA
"Drug overdose death rates",1,1,5,5.2,8,1.1,9.6,NA
"Drug overdose death rates",1,1,5,5.2,9,1.1,10.1,NA
"Drug overdose death rates",1,1,5,5.2,10,1.1,10.8,NA
"Drug overdose death rates",1,1,5,5.2,11,1.1,11.1,NA
"Drug overdose death rates",1,1,5,5.2,12,1.1,11.6,NA
"Drug overdose death rates",1,1,5,5.2,13,1.1,12.4,NA
"Drug overdose death rates",1,1,5,5.2,14,1.1,12.5,NA
"Drug overdose death rates",1,1,5,5.2,15,1.1,13.3,NA
"Drug overdose death rates",1,1,5,5.2,16,1.1,15.5,NA
"Drug overdose death rates",1,1,5,5.2,17,1.1,18.1,NA
"Drug overdose death rates",1,1,5,5.2,18,1.1,23.4,NA
"Drug overdose death rates",1,1,5,5.2,19,1.1,26.1,NA
"Drug overdose death rates",1,1,5,5.2,20,1.1,25,NA
"Drug overdose death rates",1,1,5,5.3,1,1.1,5.7,NA
"Drug overdose death rates",1,1,5,5.3,2,1.1,5.7,NA
"Drug overdose death rates",1,1,5,5.3,3,1.1,5.4,NA
"Drug overdose death rates",1,1,5,5.3,4,1.1,5.4,NA
"Drug overdose death rates",1,1,5,5.3,5,1.1,5.1,NA
"Drug overdose death rates",1,1,5,5.3,6,1.1,4.5,NA
"Drug overdose death rates",1,1,5,5.3,7,1.1,4.8,NA
"Drug overdose death rates",1,1,5,5.3,8,1.1,6.2,NA
"Drug overdose death rates",1,2,1,1.1,4,1.2,0.1,NA
"Drug overdose death rates",1,1,5,5.3,9,1.1,4.7,NA
"Drug overdose death rates",1,1,5,5.3,10,1.1,4.5,NA
"Drug overdose death rates",1,1,5,5.3,11,1.1,4.9,NA
"Drug overdose death rates",1,1,5,5.3,12,1.1,4.3,NA
"Drug overdose death rates",1,1,5,5.3,13,1.1,4.9,NA
"Drug overdose death rates",1,1,5,5.3,14,1.1,5.3,NA
"Drug overdose death rates",1,1,5,5.3,15,1.1,6.5,NA
"Drug overdose death rates",1,1,5,5.3,16,1.1,7.6,NA
"Drug overdose death rates",1,1,5,5.3,17,1.1,9.3,NA
"Drug overdose death rates",1,1,5,5.3,18,1.1,15.1,NA
"Drug overdose death rates",1,1,5,5.3,19,1.1,19.4,NA
"Drug overdose death rates",1,1,5,5.3,20,1.1,21.2,NA
"Drug overdose death rates",1,1,5,5.4,1,1.1,3.6,NA
"Drug overdose death rates",1,1,5,5.4,2,1.1,3.7,NA
"Drug overdose death rates",1,1,5,5.4,3,1.1,3.8,NA
"Drug overdose death rates",1,1,5,5.4,4,1.1,5.1,NA
"Drug overdose death rates",1,1,5,5.4,5,1.1,6.3,NA
"Drug overdose death rates",1,1,5,5.4,6,1.1,8.2,NA
"Drug overdose death rates",1,1,5,5.4,7,1.1,7.8,NA
"Drug overdose death rates",1,1,5,5.4,8,1.1,9.1,NA
"Drug overdose death rates",1,1,5,5.4,9,1.1,8.2,NA
"Drug overdose death rates",1,1,5,5.4,10,1.1,11.5,NA
"Drug overdose death rates",1,1,5,5.4,11,1.1,15.2,NA
"Drug overdose death rates",1,1,5,5.4,12,1.1,10,NA
"Drug overdose death rates",1,2,1,1.1,5,1.2,0.1,NA
"Drug overdose death rates",1,1,5,5.4,13,1.1,11.7,NA
"Drug overdose death rates",1,1,5,5.4,14,1.1,12.2,NA
"Drug overdose death rates",1,1,5,5.4,15,1.1,11.3,NA
"Drug overdose death rates",1,1,5,5.4,16,1.1,15.2,NA
"Drug overdose death rates",1,1,5,5.4,17,1.1,14.9,NA
"Drug overdose death rates",1,1,5,5.4,18,1.1,16.1,NA
"Drug overdose death rates",1,1,5,5.4,19,1.1,19.5,NA
"Drug overdose death rates",1,1,5,5.4,20,1.1,18.3,NA
"Drug overdose death rates",1,1,5,5.5,2,1.1,0.5,NA
"Drug overdose death rates",1,1,5,5.5,3,1.1,0.4,NA
"Drug overdose death rates",1,1,5,5.5,4,1.1,0.8,NA
"Drug overdose death rates",1,1,5,5.5,5,1.1,0.5,NA
"Drug overdose death rates",1,1,5,5.5,6,1.1,0.6,NA
"Drug overdose death rates",1,1,5,5.5,7,1.1,0.9,NA
"Drug overdose death rates",1,1,5,5.5,8,1.1,0.7,NA
"Drug overdose death rates",1,1,5,5.5,9,1.1,0.6,NA
"Drug overdose death rates",1,1,5,5.5,10,1.1,0.7,NA
"Drug overdose death rates",1,1,5,5.5,11,1.1,0.9,NA
"Drug overdose death rates",1,1,5,5.5,12,1.1,0.9,NA
"Drug overdose death rates",1,1,5,5.5,13,1.1,1.2,NA
"Drug overdose death rates",1,1,5,5.5,14,1.1,1.2,NA
"Drug overdose death rates",1,1,5,5.5,15,1.1,1.3,NA
"Drug overdose death rates",1,1,5,5.5,16,1.1,1.3,NA
"Drug overdose death rates",1,1,5,5.5,17,1.1,1.7,NA
"Drug overdose death rates",1,1,5,5.5,18,1.1,2.3,NA
"Drug overdose death rates",1,1,5,5.5,19,1.1,2.3,NA
"Drug overdose death rates",1,1,5,5.5,20,1.1,2.4,NA
"Drug overdose death rates",1,1,5,5.6,1,1.1,1,NA
"Drug overdose death rates",1,1,5,5.6,2,1.1,0.8,NA
"Drug overdose death rates",1,1,5,5.6,3,1.1,1,NA
"Drug overdose death rates",1,1,5,5.6,4,1.1,1.5,NA
"Drug overdose death rates",1,1,5,5.6,5,1.1,1.3,NA
"Drug overdose death rates",1,1,5,5.6,6,1.1,1.4,NA
"Drug overdose death rates",1,1,5,5.6,7,1.1,1.4,NA
"Drug overdose death rates",1,1,5,5.6,8,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.6,9,1.1,1.5,NA
"Drug overdose death rates",1,1,5,5.6,10,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.6,11,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.6,12,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.6,13,1.1,1.9,NA
"Drug overdose death rates",1,1,5,5.6,14,1.1,1.9,NA
"Drug overdose death rates",1,1,5,5.6,15,1.1,2.1,NA
"Drug overdose death rates",1,1,5,5.6,16,1.1,2.3,NA
"Drug overdose death rates",1,1,5,5.6,17,1.1,2.4,NA
"Drug overdose death rates",1,1,5,5.6,18,1.1,3,NA
"Drug overdose death rates",1,1,5,5.6,19,1.1,3.1,NA
"Drug overdose death rates",1,1,5,5.6,20,1.1,3.3,NA
"Drug overdose death rates",1,1,5,5.7,1,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.7,2,1.1,1.8,NA
"Drug overdose death rates",1,1,5,5.7,3,1.1,2.2,NA
"Drug overdose death rates",1,1,5,5.7,4,1.1,3.1,NA
"Drug overdose death rates",1,1,5,5.7,5,1.1,3.4,NA
"Drug overdose death rates",1,1,5,5.7,6,1.1,3.9,NA
"Drug overdose death rates",1,1,5,5.7,7,1.1,4.3,NA
"Drug overdose death rates",1,1,5,5.7,8,1.1,4.9,NA
"Drug overdose death rates",1,1,5,5.7,9,1.1,5.5,NA
"Drug overdose death rates",1,1,5,5.7,10,1.1,5.7,NA
"Drug overdose death rates",1,1,5,5.7,11,1.1,6.1,NA
"Drug overdose death rates",1,1,5,5.7,12,1.1,6.5,NA
"Drug overdose death rates",1,1,5,5.7,13,1.1,7,NA
"Drug overdose death rates",1,1,5,5.7,14,1.1,7,NA
"Drug overdose death rates",1,1,5,5.7,15,1.1,7.6,NA
"Drug overdose death rates",1,1,5,5.7,16,1.1,8.5,NA
"Drug overdose death rates",1,1,5,5.7,17,1.1,9.6,NA
"Drug overdose death rates",1,1,5,5.7,18,1.1,11.4,NA
"Drug overdose death rates",1,1,5,5.7,19,1.1,12.7,NA
"Drug overdose death rates",1,1,5,5.7,20,1.1,12.1,NA
"Drug overdose death rates",1,1,5,5.8,1,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.8,2,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.8,3,1.1,1.6,NA
"Drug overdose death rates",1,1,5,5.8,4,1.1,2,NA
"Drug overdose death rates",1,1,5,5.8,5,1.1,2.1,NA
"Drug overdose death rates",1,1,5,5.8,6,1.1,2.1,NA
"Drug overdose death rates",1,2,1,1.1,6,1.2,0.1,NA
"Drug overdose death rates",1,1,5,5.8,7,1.1,2.2,NA
"Drug overdose death rates",1,1,5,5.8,8,1.1,2.5,NA
"Drug overdose death rates",1,1,5,5.8,9,1.1,2.5,NA
"Drug overdose death rates",1,1,5,5.8,10,1.1,2.4,NA
"Drug overdose death rates",1,1,5,5.8,11,1.1,2.5,NA
"Drug overdose death rates",1,1,5,5.8,12,1.1,2.6,NA
"Drug overdose death rates",1,1,5,5.8,13,1.1,2.7,NA
"Drug overdose death rates",1,1,5,5.8,14,1.1,2.9,NA
"Drug overdose death rates",1,1,5,5.8,15,1.1,3.1,NA
"Drug overdose death rates",1,1,5,5.8,16,1.1,3.7,NA
"Drug overdose death rates",1,1,5,5.8,17,1.1,4.1,NA
"Drug overdose death rates",1,1,5,5.8,18,1.1,6.1,NA
"Drug overdose death rates",1,1,5,5.8,19,1.1,7.2,NA
"Drug overdose death rates",1,1,5,5.8,20,1.1,7.7,NA
"Drug overdose death rates",1,1,5,5.9,1,1.1,2.2,NA
"Drug overdose death rates",1,1,5,5.9,2,1.1,1.8,NA
"Drug overdose death rates",1,1,5,5.9,3,1.1,3.2,NA
"Drug overdose death rates",1,1,5,5.9,4,1.1,3.2,NA
"Drug overdose death rates",1,1,5,5.9,5,1.1,4.3,NA
"Drug overdose death rates",1,1,5,5.9,6,1.1,4.4,NA
"Drug overdose death rates",1,1,5,5.9,7,1.1,6,NA
"Drug overdose death rates",1,1,5,5.9,8,1.1,5.1,NA
"Drug overdose death rates",1,1,5,5.9,9,1.1,7.4,NA
"Drug overdose death rates",1,1,5,5.9,10,1.1,7.2,NA
"Drug overdose death rates",1,2,1,1.1,7,1.2,0.1,NA
"Drug overdose death rates",1,1,5,5.9,11,1.1,7.6,NA
"Drug overdose death rates",1,1,5,5.9,12,1.1,8.7,NA
"Drug overdose death rates",1,1,5,5.9,13,1.1,9,NA
"Drug overdose death rates",1,1,5,5.9,14,1.1,9.8,NA
"Drug overdose death rates",1,1,5,5.9,15,1.1,9.9,NA
"Drug overdose death rates",1,1,5,5.9,16,1.1,8.9,NA
"Drug overdose death rates",1,1,5,5.9,17,1.1,9.4,NA
"Drug overdose death rates",1,1,5,5.9,18,1.1,11.8,NA
"Drug overdose death rates",1,1,5,5.9,19,1.1,12,NA
"Drug overdose death rates",1,1,5,5.9,20,1.1,10.3,NA
"Drug overdose death rates",1,1,5,5.91,7,1.1,0.4,NA
"Drug overdose death rates",1,1,5,5.91,8,1.1,0.4,NA
"Drug overdose death rates",1,1,5,5.91,9,1.1,0.3,NA
"Drug overdose death rates",1,1,5,5.91,10,1.1,0.5,NA
"Drug overdose death rates",1,1,5,5.91,11,1.1,0.4,NA
"Drug overdose death rates",1,1,5,5.91,12,1.1,0.5,NA
"Drug overdose death rates",1,1,5,5.91,13,1.1,0.5,NA
"Drug overdose death rates",1,2,1,1.1,8,1.2,0.1,NA
"Drug overdose death rates",1,1,5,5.91,14,1.1,0.5,NA
"Drug overdose death rates",1,1,5,5.91,15,1.1,0.4,NA
"Drug overdose death rates",1,1,5,5.91,16,1.1,0.6,NA
"Drug overdose death rates",1,1,5,5.91,17,1.1,0.5,NA
"Drug overdose death rates",1,1,5,5.91,18,1.1,0.8,NA
"Drug overdose death rates",1,1,5,5.91,19,1.1,0.9,NA
